epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,35259.4,0.79807,0.97868,1.07904,0.6173,0.56076,0.58484,0.46257,0.84175,1.2088,1.09053,0.000972466,0.000972466,0.000972466
34,36330.6,0.79642,0.96839,1.07671,0.61862,0.5612,0.58584,0.46369,0.84134,1.20754,1.09058,0.000970736,0.000970736,0.000970736
35,37403.2,0.7937,0.95923,1.07337,0.61801,0.56424,0.58699,0.46458,0.8412,1.20637,1.09102,0.000968955,0.000968955,0.000968955
36,38474.3,0.78792,0.95307,1.07081,0.62024,0.56291,0.58783,0.46496,0.84078,1.20618,1.09115,0.000967122,0.000967122,0.000967122
37,39545.1,0.78905,0.944,1.06372,0.62096,0.56282,0.58863,0.46573,0.84022,1.20545,1.0903,0.000965239,0.000965239,0.000965239
38,40615.8,0.78341,0.93452,1.06501,0.623,0.56128,0.58919,0.46614,0.8398,1.20485,1.08959,0.000963306,0.000963306,0.000963306
39,41688.1,0.78329,0.92747,1.06505,0.62412,0.56074,0.5894,0.46657,0.84034,1.20534,1.08993,0.000961322,0.000961322,0.000961322
40,42760.1,0.77917,0.92238,1.06345,0.62267,0.56246,0.58953,0.46672,0.84094,1.20563,1.09033,0.000959289,0.000959289,0.000959289
41,43830.5,0.77676,0.91918,1.06343,0.62,0.56631,0.59016,0.4671,0.84089,1.20637,1.09041,0.000957205,0.000957205,0.000957205
42,44902.3,0.77554,0.90974,1.0614,0.61821,0.56872,0.59053,0.46734,0.84139,1.20698,1.09095,0.000955072,0.000955072,0.000955072
43,45972.7,0.77148,0.90284,1.05802,0.61595,0.57121,0.59115,0.46778,0.84143,1.2067,1.09068,0.000952889,0.000952889,0.000952889
44,47042.9,0.77077,0.89414,1.05515,0.61355,0.57343,0.59114,0.4682,0.84168,1.20577,1.09054,0.000950658,0.000950658,0.000950658
45,48116,0.7698,0.88779,1.0544,0.61688,0.57162,0.59131,0.4684,0.84185,1.20656,1.0904,0.000948377,0.000948377,0.000948377
46,49189.9,0.76498,0.88178,1.05166,0.6204,0.56865,0.59154,0.46844,0.84132,1.20575,1.08993,0.000946048,0.000946048,0.000946048
47,50258.8,0.76121,0.87164,1.04787,0.61869,0.57039,0.59145,0.46826,0.84168,1.20701,1.09016,0.000943671,0.000943671,0.000943671
48,51330.1,0.765,0.87172,1.05014,0.6168,0.57298,0.59139,0.46811,0.84194,1.20732,1.09045,0.000941245,0.000941245,0.000941245
49,52402.7,0.7599,0.8627,1.04865,0.61904,0.57217,0.59142,0.468,0.84226,1.20811,1.09074,0.000938772,0.000938772,0.000938772
50,53474.1,0.7572,0.85546,1.04617,0.62267,0.56858,0.59115,0.46749,0.84272,1.20898,1.09116,0.000936251,0.000936251,0.000936251
51,54544.5,0.75698,0.8539,1.04496,0.62257,0.5695,0.59091,0.46715,0.8431,1.2107,1.09105,0.000933683,0.000933683,0.000933683
52,55616,0.7541,0.84378,1.04397,0.62181,0.56974,0.59046,0.46667,0.84271,1.2122,1.09063,0.000931067,0.000931067,0.000931067
53,56689.6,0.751,0.83607,1.04081,0.6219,0.56933,0.58987,0.466,0.84384,1.21655,1.0912,0.000928405,0.000928405,0.000928405
54,57783.6,0.74974,0.8294,1.03768,0.62195,0.56844,0.5887,0.46513,0.8446,1.21997,1.09165,0.000925697,0.000925697,0.000925697
55,58866.5,0.74855,0.82279,1.03504,0.62255,0.56887,0.58804,0.46436,0.84513,1.22357,1.09118,0.000922942,0.000922942,0.000922942
56,59952.7,0.7475,0.81886,1.03897,0.62101,0.56813,0.58739,0.46397,0.84597,1.2271,1.09199,0.000920142,0.000920142,0.000920142
57,61026.2,0.74449,0.81319,1.0353,0.61465,0.57296,0.58694,0.46331,0.84694,1.23001,1.09263,0.000917296,0.000917296,0.000917296
58,62099.5,0.7457,0.81003,1.03596,0.61536,0.57092,0.58597,0.46297,0.84797,1.23279,1.09337,0.000914405,0.000914405,0.000914405
59,63174.2,0.74164,0.80096,1.0318,0.61784,0.56762,0.58555,0.46218,0.84925,1.23484,1.09444,0.000911469,0.000911469,0.000911469
60,64246.1,0.73698,0.79579,1.031,0.61897,0.56575,0.58482,0.46111,0.85089,1.23815,1.09609,0.000908488,0.000908488,0.000908488
61,65365.6,0.74002,0.79284,1.03111,0.61712,0.56876,0.58424,0.46066,0.85243,1.24152,1.09761,0.000905463,0.000905463,0.000905463
62,66440.6,0.73642,0.78369,1.02992,0.6132,0.57253,0.58392,0.46006,0.85309,1.24507,1.09832,0.000902395,0.000902395,0.000902395
63,67522.1,0.73522,0.77971,1.03033,0.61369,0.57114,0.58292,0.45921,0.85438,1.24821,1.09993,0.000899282,0.000899282,0.000899282
64,68589.8,0.73156,0.77173,1.0232,0.6146,0.57011,0.58241,0.45849,0.85453,1.25303,1.09939,0.000896127,0.000896127,0.000896127
65,69655.3,0.73191,0.76847,1.0227,0.61606,0.56883,0.58198,0.45819,0.85519,1.25649,1.09964,0.000892928,0.000892928,0.000892928
66,70740.3,0.72584,0.75964,1.02065,0.61895,0.56548,0.58154,0.45774,0.85685,1.26066,1.10031,0.000889687,0.000889687,0.000889687
67,71819.7,0.72665,0.75889,1.02271,0.61852,0.56383,0.58094,0.45667,0.85822,1.26541,1.10139,0.000886404,0.000886404,0.000886404
68,72890.7,0.7265,0.75365,1.02241,0.61965,0.56192,0.58024,0.45626,0.85889,1.27031,1.10228,0.000883079,0.000883079,0.000883079
69,74000.1,0.72556,0.74779,1.02013,0.62163,0.55936,0.57974,0.45591,0.85982,1.27308,1.10355,0.000879713,0.000879713,0.000879713
70,75070.3,0.72306,0.74175,1.01877,0.6207,0.55979,0.57906,0.45546,0.86045,1.27674,1.10395,0.000876305,0.000876305,0.000876305
71,76141.2,0.72134,0.7383,1.01691,0.62103,0.55766,0.57843,0.455,0.86152,1.28122,1.105,0.000872857,0.000872857,0.000872857
72,77211.5,0.71868,0.73209,1.01684,0.62028,0.55746,0.57746,0.45399,0.86274,1.28538,1.10607,0.000869368,0.000869368,0.000869368
73,78280.3,0.7186,0.72666,1.01167,0.62627,0.55391,0.5766,0.45315,0.8641,1.29185,1.10637,0.000865839,0.000865839,0.000865839
74,79353.8,0.71483,0.72376,1.01289,0.618,0.56141,0.5763,0.45257,0.86435,1.2965,1.10658,0.000862271,0.000862271,0.000862271
75,80418.4,0.71425,0.71675,1.00888,0.61674,0.56173,0.575,0.45139,0.86486,1.30073,1.107,0.000858664,0.000858664,0.000858664
76,81488.3,0.71301,0.71599,1.01298,0.6158,0.55996,0.57426,0.45061,0.86558,1.30707,1.10735,0.000855018,0.000855018,0.000855018
